,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE_YEARS
499,3,1616,2,1,4,0,1,1,1,6,9794230,13
500,1,1284,2,2,4,1,1,1,1,4,9885575,25
501,2,756,1,1,2,1,0,0,0,6,10478100,38
502,2,1238,2,1,4,0,1,0,1,6,9345900,34
503,2,1236,2,1,4,1,1,1,1,4,9314050,31
504,6,1664,1,1,4,0,2,2,1,6,13251910,42
505,5,1537,1,1,4,0,0,1,1,6,18331880,19
506,3,1731,2,1,4,0,0,1,1,4,13478680,43
507,2,929,1,1,3,1,1,1,1,4,8907400,3
508,2,786,1,1,2,0,1,0,2,6,8185800,20
509,0,1370,2,2,4,1,2,1,1,4,9125250,14
510,0,1685,2,2,4,0,1,1,2,1,6922750,38
511,6,1549,1,1,4,0,1,1,1,6,12133650,29
512,5,1539,1,1,4,1,0,0,1,4,18200410,18
514,2,918,1,1,3,1,0,1,1,4,11762550,5
515,2,774,1,1,2,1,2,2,1,6,9104380,36
516,2,1072,1,1,3,0,0,2,2,4,11935950,36
517,2,1239,2,1,4,1,2,0,2,4,10881130,22
518,4,1362,2,1,4,0,0,1,2,4,12146740,27
519,6,1785,1,1,4,1,2,1,2,5,14128990,31
520,4,2181,3,2,5,1,1,1,2,5,11821400,30
521,4,2033,3,2,5,1,2,1,1,6,12528840,29
522,1,952,1,1,3,0,0,1,2,1,10552045,22
523,2,1066,1,1,3,0,0,2,0,6,12406100,30
524,2,1153,1,1,3,1,0,2,1,6,14377300,30
525,3,1849,3,2,5,1,1,0,0,4,9487400,15
526,0,1095,1,1,3,1,1,0,0,2,5472500,32
527,1,1100,1,1,3,1,2,2,0,6,10252895,33
528,1,1300,2,2,4,0,1,2,2,6,10989305,26
529,6,1806,2,1,5,0,1,2,1,4,11838240,32
530,5,1897,2,1,5,0,1,1,1,5,12624040,12
531,2,1121,1,1,3,0,1,2,2,4,8288050,23
532,1,985,1,1,3,0,0,1,1,5,11903865,31
533,3,1782,2,1,4,1,2,2,2,1,10274050,19
534,5,1582,1,1,4,0,0,0,1,4,17398770,25
535,2,1225,2,1,4,1,1,1,0,5,9680500,5
536,4,1727,2,1,4,1,1,1,2,6,11855060,23
537,3,1712,2,1,4,1,0,0,1,5,15849210,18
538,1,1089,1,1,3,1,2,1,0,2,8585715,21
539,3,1532,2,1,4,0,0,0,1,2,11452010,52
540,4,1301,1,1,3,1,2,2,2,4,9675500,14
541,1,812,1,1,3,0,2,2,0,2,6285850,30
542,2,863,1,1,3,0,1,2,2,5,7813750,36
543,3,1686,2,1,4,1,1,1,0,6,10094840,32
544,0,1332,1,1,3,0,0,1,1,6,11235750,37
545,2,969,1,1,3,1,0,2,2,6,13556150,37
546,1,1300,2,2,4,0,1,1,1,4,9023925,35
547,0,593,1,1,2,1,2,0,2,0,4863375,13
548,2,809,1,1,3,0,1,1,1,4,6511200,36
549,0,1105,1,1,3,1,2,1,0,4,7511125,6
550,0,542,1,1,2,0,2,1,1,0,3013500,34
551,0,1608,2,2,4,0,1,0,2,6,9243750,21
552,4,2271,4,2,6,0,0,1,2,4,17422860,12
553,4,1915,3,2,5,0,1,2,2,4,9917200,10
554,4,2152,3,2,5,0,0,1,1,6,16834800,29
555,1,1068,1,1,3,0,2,1,1,1,7586885,39
556,3,1810,3,2,5,0,1,2,1,4,8907630,54
557,3,1939,3,2,5,1,2,1,0,0,9519320,15
558,5,1905,2,1,5,0,0,0,0,6,20591900,25
559,2,1057,1,1,3,1,1,2,0,4,8111350,29
560,3,1920,3,2,5,1,0,1,1,5,16484920,41
561,6,1577,1,1,4,0,1,1,2,5,11992650,10
562,0,787,1,1,2,1,2,0,1,1,5256625,16
563,6,1916,2,1,5,1,1,0,2,6,14715230,34
564,4,1527,2,1,4,1,2,2,1,6,10829380,21
565,2,1248,2,1,4,0,1,2,2,5,9747000,19
566,3,1555,2,1,4,0,1,1,2,5,8762530,43
567,4,2323,4,2,6,0,0,2,1,4,17529340,27
568,2,961,1,1,3,1,1,2,1,5,9198300,18
569,2,849,1,1,3,0,2,1,1,6,8823380,11
570,3,1938,3,2,5,1,0,2,2,0,15317750,24
571,2,1147,1,1,3,0,2,2,2,6,10152390,39
572,5,1976,2,1,5,1,0,1,2,5,22829130,13
573,0,973,1,1,3,0,2,0,1,5,6878875,6
574,4,1472,2,1,4,1,2,2,2,6,11506980,6
575,5,1689,1,1,4,0,2,2,1,6,13454780,28
576,0,1208,1,1,3,1,0,2,1,6,12048000,12
577,1,1268,2,2,4,0,2,2,0,6,10769525,15
578,6,1640,1,1,4,0,1,1,0,4,10342830,8
579,1,635,1,1,2,1,1,1,0,1,5597240,16
580,3,1996,3,2,5,1,1,1,2,4,11307820,26
581,4,2404,4,2,6,0,1,2,1,4,11040620,21
582,3,1675,2,1,4,1,0,2,0,2,13190720,50
583,2,797,1,1,2,0,2,1,0,5,7160890,16
584,0,1256,1,1,3,0,2,0,1,1,5643000,20
585,6,1938,2,1,5,1,0,0,2,4,22181670,5
586,2,757,1,1,2,1,0,2,1,6,11415700,34
587,0,520,1,1,2,0,1,0,1,5,4849000,32
588,0,878,1,1,2,1,0,1,2,6,10387250,23
589,1,927,1,1,3,1,0,0,2,0,10889570,17
590,3,1751,2,1,4,1,1,2,1,5,10358610,23
591,2,764,1,1,2,0,2,1,2,6,8476180,30
592,3,1674,2,1,4,0,0,2,0,2,13098030,24
593,3,1681,2,1,4,1,1,0,2,5,10644830,14
594,5,1976,2,1,5,0,0,1,1,5,21473270,31
595,5,1505,1,1,4,0,1,0,0,4,9630420,21
596,0,888,1,1,2,0,1,2,1,5,6428250,19
597,3,1680,2,1,4,1,1,0,0,0,7418190,7
598,0,631,1,1,2,1,2,1,2,4,6543375,23
599,2,1227,2,1,4,1,1,1,1,6,10787350,4
600,0,1124,1,1,3,1,2,0,1,5,7827250,41
601,5,1962,2,1,5,1,0,0,1,6,22449450,30
602,2,1261,2,1,4,0,2,1,1,5,9718570,12
603,2,1164,1,1,3,0,0,1,1,6,13271000,39
604,4,1313,1,1,3,1,1,2,2,4,9414520,6
605,6,1723,1,1,4,1,0,2,0,5,19909630,38
606,1,1144,1,1,3,1,0,1,2,5,14926255,36
607,3,1740,2,1,4,1,0,2,1,6,16803310,23
608,2,1163,1,1,3,1,2,1,1,6,10471560,31
609,2,708,1,1,2,0,1,1,2,6,7745900,14
610,3,1855,3,2,5,0,1,2,1,1,7603630,54
611,0,563,1,1,2,0,0,2,1,6,7116000,48
612,5,1768,1,1,4,1,2,1,1,6,14739250,38
613,0,943,1,1,3,1,1,1,1,1,5796000,9
614,2,931,1,1,3,0,1,1,0,6,7520800,36
615,2,1127,1,1,3,1,1,1,1,5,9701800,36
616,4,1629,2,1,4,0,0,2,1,6,14192960,28
617,5,1656,1,1,4,1,2,1,2,6,14920370,17
618,6,1676,1,1,4,1,1,2,1,5,12961070,10
619,2,856,1,1,3,0,1,1,2,5,8191250,30
620,3,1663,2,1,4,1,0,2,0,4,14684370,11
621,5,1905,2,1,5,1,1,0,1,4,13152750,30
622,0,861,1,1,2,1,2,1,1,5,8245625,6
623,2,1183,1,1,3,1,2,1,1,4,9627210,30
626,2,987,1,1,3,1,2,1,1,6,9963440,19
627,0,1245,1,1,3,1,2,2,1,2,7830375,15
628,2,1144,1,1,3,0,1,1,0,4,7464800,12
629,2,790,1,1,2,0,1,1,1,5,6846100,34
630,4,1736,2,1,4,1,2,1,1,6,11252380,23
631,3,1950,3,2,5,1,1,1,2,5,11266200,45
632,4,2186,3,2,5,1,0,1,1,5,17733960,18
633,1,843,1,1,3,0,1,0,1,6,8335390,26
634,1,1022,1,1,3,0,1,1,2,4,9036250,10
635,4,2397,4,2,6,0,2,1,1,4,11770840,25
636,2,1083,1,1,3,0,2,0,2,6,9519460,33
637,1,923,1,1,3,0,0,0,0,1,8984810,33
638,5,1958,2,1,5,1,0,2,1,6,22744800,25
639,1,631,1,1,2,1,1,1,2,5,8141330,21
640,5,1829,2,1,5,0,0,0,0,6,19806350,34
641,4,2228,4,2,6,0,1,1,1,6,11966860,23
642,5,1969,2,1,5,1,2,0,2,4,15342740,20
643,2,1128,1,1,3,0,2,2,2,5,9985710,12
644,1,922,1,1,3,0,2,0,1,1,6442655,36
645,2,1141,1,1,3,1,0,2,1,4,13883800,15
646,3,1537,2,1,4,0,1,2,2,5,9920630,9
647,1,720,1,1,2,1,0,0,1,5,11427045,23
648,4,2175,3,2,5,0,2,1,1,5,11790660,8
649,1,1152,1,1,3,1,2,1,0,0,8235750,10
650,4,2278,4,2,6,1,1,1,1,5,12527740,16
651,4,2460,4,2,6,1,0,1,1,5,19389140,7
652,3,1940,3,2,5,1,0,2,2,5,17797530,18
653,0,693,1,1,2,0,2,1,1,2,4680125,29
654,2,966,1,1,3,0,1,2,2,5,8952550,4
655,1,898,1,1,3,1,1,1,1,5,9350380,12
656,1,918,1,1,3,0,0,2,2,0,9876540,35
657,5,1918,2,1,5,0,0,0,0,4,19609850,15
658,4,2333,4,2,6,0,0,1,1,4,17171100,14
659,0,768,1,1,2,1,1,0,1,1,4855000,28
660,2,783,1,1,2,1,2,2,2,5,9165460,13
661,5,1661,1,1,4,0,1,2,1,6,12356960,28
662,2,958,1,1,3,1,0,2,1,5,12473300,33
663,1,1276,2,2,4,0,0,1,0,2,12858080,12
664,4,1877,3,2,5,1,0,2,1,4,15665660,22
665,5,1845,2,1,5,1,1,0,0,5,12053080,44
666,4,1533,2,1,4,1,1,1,1,4,9357800,20
667,2,1257,2,1,4,1,2,2,2,6,12851040,5
668,0,1353,2,2,4,1,1,1,2,5,9109750,31
669,3,1672,2,1,4,1,1,1,1,0,7512030,44
670,2,1097,1,1,3,1,0,2,0,4,12764450,15
671,4,1986,3,2,5,1,1,1,1,4,10509200,19
672,2,1083,1,1,3,0,1,1,0,4,7155650,27
673,2,1218,2,1,4,1,0,0,0,4,12919650,34
674,6,1903,2,1,5,0,2,1,0,6,13953400,27
675,2,860,1,1,3,1,0,1,2,5,12370100,6
676,0,1003,1,1,3,0,0,1,0,0,6329250,30
677,2,1078,1,1,3,1,0,2,0,5,12846400,27
678,2,1133,1,1,3,1,2,2,0,5,9728460,22
679,4,1494,2,1,4,0,1,2,1,6,9354680,23
680,1,626,1,1,2,0,2,2,2,5,8173180,32
681,2,719,1,1,2,0,1,0,1,6,7352150,37
682,0,921,1,1,3,1,2,2,0,1,5655625,33
683,6,1867,2,1,5,1,0,2,1,5,21988560,8
684,2,1010,1,1,3,0,1,1,2,6,8867600,36
685,0,1404,2,2,4,0,1,0,2,1,6569750,13
686,0,1305,1,1,3,0,2,1,0,4,6602375,38
687,0,1647,2,2,4,1,2,2,0,6,10239375,15
688,0,1433,2,2,4,1,2,0,0,6,9831375,6
689,2,925,1,1,3,0,2,0,2,6,9151000,29
690,2,964,1,1,3,1,2,1,1,6,10066680,7
691,0,571,1,1,2,0,0,1,1,6,7899500,21
692,5,1828,2,1,5,0,2,2,0,4,12251920,34
693,0,1595,2,2,4,1,2,1,0,6,9495375,40
694,1,615,1,1,2,1,2,0,2,2,7700720,28
695,2,919,1,1,3,1,0,1,1,5,12217100,37
696,2,1018,1,1,3,1,2,2,2,6,11139610,33
697,6,1578,1,1,4,0,0,1,0,6,17623460,33
698,6,1660,1,1,4,0,2,2,1,6,13603120,16
699,2,796,1,1,2,1,0,0,2,5,11578050,38
700,4,2416,4,2,6,0,2,1,1,5,12966920,20
701,2,760,1,1,2,1,2,1,0,6,8519200,16
702,3,1767,2,1,4,0,0,2,0,2,13025260,23
703,2,817,1,1,3,1,1,1,0,5,7824600,20
704,1,630,1,1,2,1,1,1,1,5,8547835,9
705,1,833,1,1,3,0,0,2,0,6,11165950,10
706,2,740,1,1,2,0,0,1,0,5,9263000,3
707,4,1520,2,1,4,0,0,1,2,5,13560300,15
708,2,769,1,1,2,0,1,0,2,4,6298700,34
709,5,1638,1,1,4,1,1,1,0,6,12727790,27
710,3,1857,3,2,5,1,0,1,0,5,16185010,7
711,0,924,1,1,3,1,2,2,2,6,9114000,33
712,1,600,1,1,2,1,2,0,0,4,6826655,16
713,3,1964,3,2,5,0,1,2,2,2,9329030,43
715,5,1678,1,1,4,1,2,1,0,5,13253630,17
716,0,758,1,1,2,1,1,1,2,4,6988500,38
717,0,1110,1,1,3,0,2,2,0,5,6847250,23
718,3,1782,2,1,4,1,2,1,0,6,11671340,6
719,1,1282,2,2,4,1,2,1,2,0,9202070,37
720,2,913,1,1,3,1,1,0,2,6,9464900,34
721,3,1545,2,1,4,0,2,0,1,2,8308730,19
722,2,971,1,1,3,0,0,1,2,5,12038850,18
723,1,605,1,1,2,1,2,1,0,1,5722305,27
724,2,1014,1,1,3,1,1,1,1,5,9176650,35
725,2,982,1,1,3,0,0,0,2,6,12775700,10
726,3,1651,2,1,4,1,0,2,1,1,13637220,16
727,0,1288,1,1,3,0,1,1,0,2,4936250,43
728,3,1661,2,1,4,1,2,1,0,6,10555860,27
729,3,1578,2,1,4,1,2,0,0,5,9708030,29
730,4,1937,3,2,5,1,2,2,1,6,12782260,5
731,0,1403,2,2,4,0,1,1,0,2,5402500,44
732,1,968,1,1,3,1,2,0,2,5,10521855,36
733,0,1628,2,2,4,0,2,1,2,1,7150500,44
734,1,1287,2,2,4,1,0,2,1,1,14116310,14
735,0,1438,2,2,4,0,2,0,0,4,6717750,37
736,0,1351,2,2,4,1,2,2,0,1,6194125,44
737,2,956,1,1,3,1,1,2,2,5,9899250,18
738,1,1177,1,1,3,1,1,0,2,4,10664405,7
739,2,774,1,1,2,0,1,0,1,4,5899450,31
740,0,1207,1,1,3,0,1,2,0,4,5962250,32
741,4,1561,2,1,4,0,0,1,1,5,13489720,5
742,0,1156,1,1,3,0,0,2,2,2,10056250,7
743,4,1852,3,2,5,0,0,1,1,6,15592460,13
744,2,1190,1,1,3,0,0,2,1,4,12631750,33
745,3,1823,3,2,5,1,1,1,2,2,10249680,44
746,3,1527,2,1,4,0,2,1,1,1,7738440,11
747,0,581,1,1,2,1,0,0,2,2,7238000,12
748,0,519,1,1,2,1,0,1,0,5,6802000,19
749,0,1290,1,1,3,1,1,0,2,6,9433250,27
750,2,1274,2,1,4,1,1,0,0,4,9173450,10
751,2,1041,1,1,3,1,0,1,2,6,13919200,40
752,0,908,1,1,3,0,1,2,1,1,4343000,44
753,0,1525,2,2,4,1,0,2,1,2,12420250,7
754,3,1984,3,2,5,0,2,2,0,5,10169600,50
755,0,1537,2,2,4,0,0,0,1,5,12075000,28
756,3,1806,3,2,5,1,1,2,1,6,10885120,41
757,1,1152,1,1,3,0,2,1,0,6,9863280,12
758,2,1288,2,1,4,1,0,1,2,6,15733300,29
759,0,730,1,1,2,0,0,0,1,1,5198500,45
760,3,1730,2,1,4,0,2,1,1,6,10616020,26
761,2,845,1,1,3,0,0,1,1,5,10673850,22
762,3,1776,2,1,4,0,0,0,2,4,14834920,11
763,2,913,1,1,3,1,0,1,1,6,12893050,19
764,2,1124,1,1,3,0,2,1,1,4,8243880,40
765,0,766,1,1,2,0,0,1,0,1,4733000,44
766,0,665,1,1,2,0,0,1,1,4,6767000,16
767,2,762,1,1,2,0,2,2,0,4,6000540,40
768,3,1833,3,2,5,1,1,0,2,4,10922160,7
770,5,1754,1,1,4,0,2,1,1,4,11960070,44
771,2,875,1,1,3,1,0,1,1,5,11953500,17
772,0,1392,2,2,4,1,1,1,0,6,8539250,42
773,6,1853,2,1,5,1,1,1,0,6,13552840,11
774,3,1576,2,1,4,1,1,1,2,6,10931870,31
775,2,1022,1,1,3,1,0,1,1,5,12907200,12
776,5,1640,1,1,4,0,1,1,0,5,10649060,33
777,2,779,1,1,2,1,2,1,1,5,8197980,25
778,3,1729,2,1,4,1,2,1,2,6,11956550,45
779,2,715,1,1,2,1,0,2,2,4,10283850,35
780,5,1562,1,1,4,1,0,1,0,4,17314380,44
781,0,1203,1,1,3,1,2,0,2,1,6619875,43
782,4,1825,3,2,5,0,2,2,2,4,10783060,27
783,3,1707,2,1,4,0,1,2,2,4,9125100,34
784,1,998,1,1,3,1,2,1,2,0,7857455,17
785,0,1675,2,2,4,1,1,2,0,4,8297500,28
786,5,1792,1,1,4,0,0,0,2,6,20697270,10
787,5,1574,1,1,4,1,1,1,2,4,11772480,19
788,0,1070,1,1,3,1,0,1,2,2,9727500,30
789,2,1125,1,1,3,0,0,0,2,4,12401000,36
790,3,1971,3,2,5,1,0,1,0,1,14616160,33
791,4,1361,2,1,4,0,1,1,1,6,8976940,7
792,4,1786,3,2,5,0,1,1,2,5,9960280,23
793,0,612,1,1,2,1,0,2,0,0,5315750,25
794,6,1596,1,1,4,0,1,1,1,4,11262600,20
795,5,1644,1,1,4,0,2,2,0,4,11681720,19
796,1,1041,1,1,3,0,0,0,1,0,10646530,22
797,2,810,1,1,3,0,0,0,1,4,9352750,29
798,2,837,1,1,3,0,2,1,0,6,8582390,6
799,6,1884,2,1,5,1,1,2,0,6,14049650,15
800,2,1063,1,1,3,1,2,0,0,5,9253010,30
801,0,1298,1,1,3,0,2,1,1,2,6686000,19
802,5,1867,2,1,5,0,1,1,0,4,10721350,45
803,6,1575,1,1,4,0,1,1,0,5,10002210,42
804,0,1463,2,2,4,1,2,1,2,1,8110875,29
805,0,1164,1,1,3,1,2,1,0,6,8381750,23
806,5,1805,2,1,5,0,0,1,1,6,20438790,22
807,1,733,1,1,2,0,2,0,0,1,4886840,36
808,1,1197,1,1,3,1,2,2,1,1,9905510,14
809,4,2069,3,2,5,0,1,2,1,4,10042440,12
810,2,956,1,1,3,0,0,1,2,4,11330100,10
811,1,736,1,1,2,1,1,1,0,4,7839405,6
812,2,1050,1,1,3,1,1,1,1,6,9993600,12
813,4,2047,3,2,5,1,2,1,1,5,11992920,28
814,1,632,1,1,2,1,2,1,1,6,8899500,19
815,0,871,1,1,2,0,0,0,1,5,8068000,32
816,1,811,1,1,3,1,0,1,0,0,8824390,5
817,1,1087,1,1,3,0,2,2,1,1,8257475,4
818,2,1170,1,1,3,1,2,1,2,4,10250150,15
819,3,1843,3,2,5,0,2,0,2,2,9635530,29
820,6,1783,1,1,4,1,2,1,2,4,14106600,42
821,0,847,1,1,2,1,0,1,1,4,9032750,9
823,0,979,1,1,3,0,2,0,1,5,7274625,16
824,0,1607,2,2,4,0,2,2,2,1,7404375,31
825,2,775,1,1,2,0,2,1,1,5,7726750,20
826,3,1830,3,2,5,0,1,2,2,6,11111430,19
827,2,961,1,1,3,1,1,2,0,4,8406500,18
828,3,1925,3,2,5,0,1,0,2,1,8372550,45
829,4,1301,1,1,3,1,0,1,2,6,13938120,26
830,2,1041,1,1,3,1,2,1,1,4,9197770,12
831,0,1593,2,2,4,1,2,1,0,2,7993125,18
832,2,779,1,1,2,0,0,1,2,4,10189000,8
833,1,725,1,1,2,0,2,1,0,6,8071375,4
834,4,1717,2,1,4,0,0,2,1,5,14350560,17
835,1,1248,2,2,4,0,1,2,1,2,8739885,19
836,2,1223,2,1,4,0,1,2,2,6,10501150,9
837,6,1925,2,1,5,1,0,2,2,6,23667340,7
838,2,907,1,1,3,1,2,0,2,6,9995590,35
839,2,1089,1,1,3,0,2,1,2,6,10000930,12
840,5,1574,1,1,4,0,1,1,1,5,11235770,25
841,0,1335,2,2,4,1,0,1,2,6,12986500,10
842,4,1876,3,2,5,1,0,1,2,5,16527040,21
843,4,2455,4,2,6,0,0,2,2,6,20063100,5
844,0,1280,1,1,3,0,2,0,1,2,6783500,10
845,4,2169,3,2,5,0,0,1,1,5,17039580,9
846,3,1897,3,2,5,0,1,1,0,6,10040100,40
847,2,975,1,1,3,0,2,2,2,4,8345750,36
848,6,1876,2,1,5,1,1,2,2,5,14685790,7
849,5,1931,2,1,5,1,1,1,2,6,14799120,11
850,5,1793,1,1,4,1,0,1,2,6,22348850,5
851,6,1618,1,1,4,1,2,1,1,4,12611320,29
852,3,1582,2,1,4,0,2,0,1,1,8155260,23
853,2,1050,1,1,3,1,0,1,2,6,14414750,20
854,4,1938,3,2,5,1,2,1,2,4,11854600,12
855,5,1894,2,1,5,1,2,0,0,5,14310420,39
856,5,1780,1,1,4,1,1,1,0,4,11574780,43
857,3,1636,2,1,4,1,2,1,2,1,8778570,45
858,5,1864,2,1,5,0,0,1,1,6,20691780,39
859,4,2478,4,2,6,1,0,1,1,5,19600940,7
860,0,725,1,1,2,1,1,0,1,1,4953250,33
861,5,1627,1,1,4,0,1,2,2,5,12093600,19
862,0,1652,2,2,4,0,1,2,0,1,5999250,19
863,5,1996,2,1,5,0,0,1,1,6,22567050,5
864,4,1463,2,1,4,0,0,2,2,4,12802100,15
865,0,1302,1,1,3,1,2,0,2,4,8871250,32
866,2,1294,2,1,4,0,1,1,0,4,8782150,5
867,0,1685,2,2,4,1,2,1,1,2,8895625,10
868,3,1790,2,1,4,0,2,1,0,1,7627340,47
869,2,1036,1,1,3,1,2,1,2,5,10030670,29
870,5,1688,1,1,4,1,0,2,1,4,19632920,31
871,5,1707,1,1,4,0,0,0,2,6,20192150,10
872,2,919,1,1,3,0,1,2,2,4,7989450,15
873,3,1528,2,1,4,1,1,0,0,2,8192790,7
874,3,1746,2,1,4,1,0,2,0,5,14917160,48
875,5,1885,2,1,5,1,1,1,1,5,13501410,18
876,1,1135,1,1,3,0,2,2,2,1,8699125,15
877,2,871,1,1,3,0,1,0,0,6,7373000,40
878,1,831,1,1,3,0,2,1,0,5,7713895,13
879,2,1216,2,1,4,1,1,0,2,4,9748900,22
880,4,1728,2,1,4,1,1,2,1,6,10930680,14
881,5,1677,1,1,4,0,1,0,2,5,11947050,10
882,0,1463,2,2,4,0,1,1,0,1,5885000,5
883,6,1739,1,1,4,0,1,1,0,4,10320700,35
884,0,668,1,1,2,0,1,1,1,1,3339000,36
885,5,1878,2,1,5,1,2,1,0,6,15496160,5
886,5,1780,1,1,4,0,1,2,2,6,13140580,39
887,3,1513,2,1,4,1,2,2,0,1,8008950,34
888,2,917,1,1,3,0,0,1,2,6,12508650,27
889,4,2157,3,2,5,0,2,1,1,6,11853140,30
890,0,730,1,1,2,0,0,1,0,1,4886000,44
891,6,1912,2,1,5,0,0,1,1,5,21107310,12
892,4,2411,4,2,6,0,2,1,2,4,12520540,5
893,6,1854,2,1,5,0,2,1,0,5,13173400,33
894,4,2075,3,2,5,0,2,2,1,4,10696080,29
895,0,1239,1,1,3,0,1,0,0,2,5281500,39
896,1,890,1,1,3,0,0,1,0,0,8414875,25
897,4,2471,4,2,6,0,2,1,1,6,13259060,22
898,4,1303,1,1,3,1,1,1,1,4,8496660,13
900,0,947,1,1,3,1,2,1,2,6,8709375,28
901,4,2271,4,2,6,0,0,1,1,6,18436880,14
902,0,1610,2,2,4,1,0,1,1,4,12876250,27
903,2,808,1,1,3,0,0,1,0,4,9544050,6
904,0,1626,2,2,4,1,2,0,0,6,9478500,25
905,4,1596,2,1,4,1,0,2,1,4,13502160,28
906,4,1653,2,1,4,1,2,1,1,5,11222760,4
907,3,1609,2,1,4,1,1,1,1,4,9588670,5
908,6,1503,1,1,4,1,0,2,2,4,17978100,35
909,2,1232,2,1,4,1,1,1,0,5,9371100,21
910,4,1838,3,2,5,0,1,1,1,4,9244720,16
911,3,1511,2,1,4,0,1,1,2,0,6702360,33
912,2,1072,1,1,3,1,0,1,1,4,12893150,29
913,1,1291,2,2,4,0,2,1,2,2,10168445,22
914,5,1771,1,1,4,0,1,2,1,4,11123540,42
915,2,709,1,1,2,1,2,0,2,6,9332280,36
916,6,1886,2,1,5,0,2,2,2,6,15416110,13
917,3,1540,2,1,4,1,1,1,1,2,8174460,47
918,5,1712,1,1,4,0,0,2,2,5,19337750,35
919,2,853,1,1,3,1,1,1,2,6,9872250,7
920,2,890,1,1,3,1,0,1,0,5,11492450,34
921,2,934,1,1,3,0,2,1,2,5,8750680,22
922,1,1113,1,1,3,1,2,1,1,0,8449490,6
923,1,1183,1,1,3,1,0,1,1,2,14046320,8
924,0,527,1,1,2,1,1,1,1,4,5173250,48
925,2,996,1,1,3,1,2,1,2,5,9831120,27
926,4,1730,2,1,4,1,1,1,1,5,10651140,7
927,3,1697,2,1,4,0,0,1,1,1,12666780,14
928,4,2260,4,2,6,0,1,1,2,6,12528440,22
929,5,1754,1,1,4,1,2,1,1,4,13330820,30
930,5,1633,1,1,4,1,0,1,1,5,19300690,12
931,2,914,1,1,3,0,1,1,1,6,8155200,32
932,4,2457,4,2,6,1,2,1,1,5,13907120,29
933,6,1946,2,1,5,0,0,1,2,5,21897640,7
934,1,713,1,1,2,0,2,1,1,5,7676000,20
935,2,1179,1,1,3,1,1,1,1,5,10044200,3
936,3,1770,2,1,4,0,1,0,1,4,8548080,23
937,3,1833,3,2,5,1,0,1,1,4,15741200,39
938,4,2335,4,2,6,0,2,1,2,4,12290940,12
939,1,1122,1,1,3,0,1,0,1,2,7498275,24
940,5,1866,2,1,5,1,2,2,0,5,14409230,20
941,0,1635,2,2,4,0,0,1,2,1,10763000,43
942,5,1514,1,1,4,0,2,2,0,6,12047650,19
943,1,1242,2,2,4,1,1,1,2,2,9378485,38
944,5,1861,2,1,5,1,1,1,0,4,12006850,30
945,4,1650,2,1,4,1,0,1,1,4,14278260,12
946,3,1802,3,2,5,0,1,0,2,1,8288940,12
947,3,1594,2,1,4,1,2,1,1,2,9865200,9
948,1,1217,2,2,4,0,0,0,1,5,14178675,4
949,4,1926,3,2,5,0,1,1,2,4,9839960,8
950,0,1143,1,1,3,1,1,1,0,1,5280500,36
951,2,1129,1,1,3,0,2,0,1,5,9214930,32
952,2,937,1,1,3,1,1,2,1,4,8245950,25
953,1,790,1,1,2,0,1,0,2,4,7329900,40
954,1,1215,2,2,4,0,0,1,2,6,15103540,36
956,1,604,1,1,2,1,2,2,0,2,6322560,24
957,3,1672,2,1,4,0,2,2,2,6,10904740,22
958,4,2382,4,2,6,0,0,1,2,5,18192700,24
959,4,1324,1,1,3,1,1,1,1,5,8962700,25
960,0,1198,1,1,3,1,0,0,2,4,10599000,36
961,0,1347,2,2,4,0,2,0,2,5,8268875,31
962,3,1845,3,2,5,1,2,1,2,4,11395560,23
963,0,1569,2,2,4,0,1,2,2,4,8792500,11
964,6,1548,1,1,4,0,2,0,2,6,13249450,23
965,2,1143,1,1,3,1,2,1,0,4,9305660,8
966,2,1127,1,1,3,0,1,1,2,5,9198100,14
967,0,585,1,1,2,1,1,1,0,0,3906750,14
968,4,1823,3,2,5,0,2,1,2,5,10748500,22
969,4,1891,3,2,5,1,0,1,1,6,16864980,18
970,3,1781,2,1,4,0,1,1,2,1,7950320,51
971,4,2328,4,2,6,1,0,1,2,4,18646240,22
972,3,1958,3,2,5,0,2,1,2,1,9491790,37
973,0,977,1,1,3,0,0,1,1,1,7095250,15
974,1,797,1,1,2,1,1,0,0,5,7975085,39
975,2,700,1,1,2,1,1,2,0,4,6973750,13
976,0,1483,2,2,4,1,2,1,2,4,10032375,4
977,2,843,1,1,3,0,2,2,1,5,7812910,36
978,0,1464,2,2,4,1,2,1,2,2,8988750,4
979,1,858,1,1,3,1,1,1,1,6,9563095,12
980,4,1927,3,2,5,1,0,1,2,6,17651360,8
981,6,1664,1,1,4,0,2,1,2,5,13427680,18
982,1,1293,2,2,4,0,1,1,0,4,9104275,5
983,5,1681,1,1,4,0,0,0,0,5,18312300,4
984,2,1073,1,1,3,1,2,1,1,4,9760960,17
985,2,916,1,1,3,0,1,2,0,5,7319800,16
986,3,1617,2,1,4,0,0,1,2,0,12167290,27
987,4,2223,4,2,6,0,1,2,2,5,11839680,14
988,2,877,1,1,3,1,0,1,2,6,12640950,33
989,0,802,1,1,2,1,0,2,0,4,7832500,26
990,4,2057,3,2,5,1,1,1,1,5,11396020,21
